protein_id,refseq_product
WP_010998495.1,ATP-dependent Clp protease proteolytic subunit
WP_010998496.1,vWA domain-containing protein
WP_010998497.1,vWA domain-containing protein
WP_010998498.1,type II toxin-antitoxin system HicB family antitoxin
WP_010998499.1,type II toxin-antitoxin system HicA family toxin
WP_010998502.1,magnesium chelatase subunit H
WP_010998503.1,protein kinase domain-containing protein
WP_010998505.1,serine/threonine-protein kinase
WP_010998506.1,DUF2470 domain-containing protein
WP_010998507.1,metallophosphoesterase family protein
WP_010998511.1,Rqc2 family fibronectin-binding protein
WP_010998512.1,choice-of-anchor W domain-containing protein
WP_010998513.1,glycosyltransferase family 4 protein
WP_010998514.1,RNA recognition motif domain-containing protein
WP_010998515.1,zinc metalloprotease HtpX
WP_010998516.1,peptide chain release factor 3
WP_010998517.1,porphobilinogen synthase
WP_010998518.1,phosphate-starvation-inducible PsiE family protein
WP_010998519.1,tetratricopeptide repeat protein
WP_010998520.1,elongation factor G
WP_010998521.1,GTP-binding protein
WP_010998522.1,triose-phosphate isomerase
WP_010998523.1,dihydropteroate synthase
WP_010998524.1,SPFH domain-containing protein
WP_010998525.1,polysaccharide biosynthesis/export family protein
WP_010998526.1,ABC transporter ATP-binding protein
WP_010998527.1,imidazoleglycerol-phosphate dehydratase HisB
WP_010998529.1,global nitrogen regulator NtcA
WP_010998530.1,DUF3084 domain-containing protein
WP_010998531.1,pre-16S rRNA-processing nuclease YqgF
WP_010998532.1,DUF3146 family protein
WP_010998533.1,polyribonucleotide nucleotidyltransferase
WP_010998534.1,GNAT family N-acetyltransferase
WP_010998535.1,DEAD/DEAH box helicase
WP_010998536.1,substrate-binding domain-containing protein
WP_010998537.1,hypothetical protein
WP_010998538.1,VWA domain-containing protein
WP_010998539.1,peroxiredoxin
WP_010998540.1,Uma2 family endonuclease
WP_010998544.1,hypothetical protein
WP_010998545.1,hypothetical protein
WP_010998546.1,adenine-specific DNA-methyltransferase
WP_010998547.1,VIT domain-containing protein
WP_010998548.1,dynamin family protein
WP_010998549.1,dynamin family protein
WP_010998550.1,DUF3040 domain-containing protein
WP_010998551.1,cysteine synthase A
WP_010998552.1,DUF5331 domain-containing protein
WP_010998553.1,adenosine deaminase
WP_010998554.1,response regulator transcription factor
WP_010998557.1,WecB/TagA/CpsF family glycosyltransferase
WP_010998558.1,glycosyltransferase family 4 protein
WP_010998559.1,glycosyltransferase family 2 protein
WP_010998560.1,hypothetical protein
WP_010998561.1,glycosyltransferase family 4 protein
WP_010998562.1,phytanoyl-CoA dioxygenase family protein
WP_010998563.1,O-antigen ligase family protein
WP_010998564.1,hypothetical protein
WP_010998565.1,flippase
WP_010998566.1,glycosyltransferase family 2 protein
WP_010998567.1,GumC family protein
WP_010998568.1,filamentous hemagglutinin N-terminal domain-containing protein
WP_010998570.1,hypothetical protein
WP_010998571.1,hormogonium polysaccharide biosynthesis glycosyltransferase HpsP
WP_010998574.1,hormogonium polysaccharide biosynthesis glycosyltransferase HpsN
WP_010998575.1,hormogonium polysaccharide biosynthesis protein HpsL
WP_010998576.1,FAD-binding oxidoreductase
WP_010998577.1,diflavin flavoprotein
WP_010998578.1,phosphate-starvation-inducible PsiE family protein
WP_010998579.1,diflavin flavoprotein
WP_010998580.1,1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase
WP_010998581.1,"endo-1,4-beta-xylanase"
WP_010998583.1,ribonuclease catalytic domain-containing protein
WP_010998584.1,30S ribosomal protein S18
WP_010998585.1,50S ribosomal protein L33
WP_010998586.1,RDD family protein
WP_010998588.1,enoyl-CoA hydratase/isomerase family protein
WP_010998589.1,SDR family oxidoreductase
WP_010998590.1,hypothetical protein
WP_010998591.1,MDR/zinc-dependent alcohol dehydrogenase-like family protein
WP_010998592.1,hypothetical protein
WP_010998593.1,hypothetical protein
WP_010998594.1,inositol monophosphatase family protein
WP_010998596.1,exonuclease subunit SbcD
WP_010998597.1,phosphoadenosine phosphosulfate reductase
WP_010998598.1,RNA-guided endonuclease InsQ/TnpB family protein
WP_010998600.1,hypothetical protein
WP_010998602.1,SMU1112c/YaeR family gloxylase I-like metalloprotein
WP_010998603.1,hypothetical protein
WP_010998605.1,hypothetical protein
WP_010998606.1,nucleotide exchange factor GrpE
WP_010998607.1,hypothetical protein
WP_010998608.1,tetratricopeptide repeat protein
WP_010998611.1,DoxX family protein
WP_010998612.1,DUF1499 domain-containing protein
WP_010998613.1,chlorophyll synthase ChlG
WP_010998614.1,Get3/ArsA fold putative tail anchor-mediating ATPase NosAFP
WP_010998615.1,cytochrome b6f subunit PetP
WP_010998617.1,Uma2 family endonuclease
WP_010998618.1,ABC transporter permease
WP_010998619.1,ABC transporter ATP-binding protein
WP_010998620.1,glycosyltransferase
WP_010998621.1,glycosyltransferase
WP_010998622.1,"dTDP-4-dehydrorhamnose 3,5-epimerase"
WP_010998623.1,dTDP-4-dehydrorhamnose reductase
WP_010998624.1,glucose-1-phosphate thymidylyltransferase
WP_010998625.1,glycosyltransferase family 2 protein
WP_010998626.1,glycosyltransferase family 2 protein
WP_010998627.1,glycosyltransferase family 4 protein
WP_010998628.1,DNA helicase PcrA
WP_010998629.1,sensor histidine kinase
WP_010998630.1,DUF3318 domain-containing protein
WP_010998631.1,hypothetical protein
WP_010998632.1,iron uptake porin
WP_010998633.1,Crp/Fnr family transcriptional regulator
WP_010998634.1,phosphate signaling complex protein PhoU
WP_010998635.1,sensor histidine kinase
WP_010998637.1,hypothetical protein
WP_010998638.1,hypothetical protein
WP_010998639.1,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
WP_010998641.1,DUF2499 domain-containing protein
WP_010998642.1,polysaccharide pyruvyl transferase CsaB
WP_010998643.1,NAD(P)/FAD-dependent oxidoreductase
WP_010998644.1,cytochrome b6-f complex iron-sulfur subunit
WP_010998645.1,NAD(P)/FAD-dependent oxidoreductase
WP_010998647.1,DUF6825 family protein
WP_010998649.1,Stp1/IreP family PP2C-type Ser/Thr phosphatase
WP_010998650.1,NblA/ycf18 family protein
WP_010998651.1,serine/threonine-protein kinase
WP_010998653.1,anhydro-N-acetylmuramic acid kinase
WP_010998654.1,Npun_F0296 family exosortase-dependent surface protein
WP_010998656.1,DUF4360 domain-containing protein
WP_010998657.1,hypothetical protein
WP_010998658.1,NfeD family protein
WP_010998659.1,flotillin family protein
WP_010998662.1,hypothetical protein
WP_010998664.1,ABC transporter substrate-binding protein
WP_010998665.1,DNA phosphorothioation-associated putative methyltransferase
WP_010998666.1,AmpG family muropeptide MFS transporter
WP_010998669.1,GNAT family N-acetyltransferase
WP_010998670.1,HEAT repeat domain-containing protein
WP_010998671.1,phosphomannose isomerase type II C-terminal cupin domain
WP_010998672.1,PQQ-dependent sugar dehydrogenase
WP_010998673.1,ester cyclase
WP_010998675.1,RNA methyltransferase
WP_010998676.1,serine hydrolase
WP_010998677.1,hypothetical protein
WP_010998678.1,NYN domain-containing protein
WP_010998679.1,ABC transporter ATP-binding protein
WP_010998680.1,hypothetical protein
WP_010998681.1,4a-hydroxytetrahydrobiopterin dehydratase
WP_010998682.1,iron uptake porin
WP_010998683.1,RrF2 family transcriptional regulator
WP_010998684.1,cysteine synthase A
WP_010998685.1,J domain-containing protein
WP_010998686.1,6-carboxytetrahydropterin synthase
WP_010998687.1,tellurite resistance TerB family protein
WP_010998689.1,rubredoxin
WP_010998691.1,WD40 repeat domain-containing protein
WP_010998692.1,DUF433 domain-containing protein
WP_010998693.1,type II toxin-antitoxin system RelE family toxin
WP_010998695.1,class II fructose-bisphosphate aldolase
WP_010998696.1,helix-turn-helix domain-containing protein
WP_010998697.1,hypothetical protein
WP_010998698.1,iron-containing alcohol dehydrogenase
WP_010998699.1,TetR/AcrR family transcriptional regulator
WP_010998700.1,tautomerase family protein
WP_010998701.1,acyl-CoA thioesterase
WP_010998702.1,glutathione S-transferase family protein
WP_010998703.1,FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO
WP_010998704.1,phosphate ABC transporter ATP-binding protein PstB
WP_010998706.1,phosphate ABC transporter permease subunit PstC
WP_010998707.1,phosphate ABC transporter substrate-binding protein PstS
WP_010998708.1,biotin transporter BioY
WP_010998709.1,signal peptidase II
WP_010998710.1,hypothetical protein
WP_010998711.1,transglycosylase domain-containing protein
WP_010998713.1,DUF3038 domain-containing protein
WP_010998714.1,adenine phosphoribosyltransferase
WP_010998715.1,ABC transporter permease
WP_010998716.1,hypothetical protein
WP_010998718.1,sensor histidine kinase
WP_010998719.1,MotA/TolQ/ExbB proton channel family protein
WP_010998720.1,hypothetical protein
WP_010998721.1,methylmalonic aciduria and homocystinuria type D protein
WP_010998722.1,signal peptide peptidase SppA
WP_010998723.1,type 2 isopentenyl-diphosphate Delta-isomerase
WP_010998724.1,Tudor-knot domain-containing protein
WP_010998725.1,type II toxin-antitoxin system HicB family antitoxin
WP_010998726.1,DUF2207 domain-containing protein
WP_010998727.1,malic enzyme-like NAD(P)-binding protein
WP_010998728.1,type I restriction-modification system subunit M
WP_010998730.1,Uma2 family endonuclease
WP_010998733.1,restriction endonuclease subunit S
WP_010998735.1,type I restriction endonuclease subunit R
WP_010998736.1,type I restriction enzyme endonuclease domain-containing protein
WP_010998737.1,hypothetical protein
WP_010998738.1,aminomethyl-transferring glycine dehydrogenase
WP_010998739.1,glycine cleavage system protein GcvH
WP_010998740.1,glycine cleavage system aminomethyltransferase GcvT
WP_010998741.1,pentapeptide repeat-containing protein
WP_010998742.1,LmeA family phospholipid-binding protein
WP_010998744.1,biosynthetic-type acetolactate synthase large subunit
WP_010998745.1,MFS transporter
WP_010998746.1,hypothetical protein
WP_010998748.1,TspO/MBR family protein
WP_010998750.1,ester cyclase
WP_010998751.1,cation:proton antiporter
WP_010998753.1,hypothetical protein
WP_010998756.1,alpha/beta fold hydrolase
WP_010998760.1,PEP-CTERM sorting domain-containing protein
WP_010998761.1,hypothetical protein
WP_010998764.1,ion transporter
WP_010998765.1,nucleoside deaminase
WP_010998766.1,response regulator
WP_010998767.1,sensor histidine kinase
WP_010998768.1,Spy/CpxP family protein refolding chaperone
WP_010998769.1,hypothetical protein
WP_010998770.1,"amylo-alpha-1,6-glucosidase"
WP_010998772.1,peroxiredoxin
WP_010998774.1,DnaJ C-terminal domain-containing protein
WP_010998776.1,glucose-1-phosphate adenylyltransferase
WP_010998777.1,glycoside hydrolase family 13 protein
WP_010998778.1,fasciclin domain-containing protein
WP_010998779.1,DNA-directed RNA polymerase subunit omega
WP_010998780.1,hypothetical protein
WP_010998781.1,DUF1818 family protein
WP_010998782.1,TIGR02588 family protein
WP_010998783.1,TIGR02587 family membrane protein
WP_010998784.1,CsbD family protein
WP_010998785.1,GlsB/YeaQ/YmgE family stress response membrane protein
WP_010998786.1,N-acetylglucosamine kinase
WP_010998787.1,FGGY-family carbohydrate kinase
WP_010998788.1,photosystem I reaction center subunit XII
WP_010998789.1,hypothetical protein
WP_010998790.1,tetratricopeptide repeat protein
WP_010998791.1,hypothetical protein
WP_010998792.1,glutathione S-transferase family protein
WP_010998793.1,YajQ family cyclic di-GMP-binding protein
WP_010998794.1,MAPEG family protein
WP_010998796.1,phosphotransacetylase family protein
WP_010998797.1,type IV pilus biogenesis protein EbsA
WP_010998798.1,dethiobiotin synthase
WP_010998799.1,serine/threonine-protein kinase
WP_010998800.1,hypothetical protein
WP_010998802.1,HD domain-containing protein
WP_010998803.1,hypothetical protein
WP_010998804.1,quinolinate synthase NadA
WP_010998805.1,TIGR04168 family protein
WP_010998806.1,RNA-guided endonuclease InsQ/TnpB family protein
WP_010998807.1,hypothetical protein
WP_010998809.1,hypothetical protein
WP_010998810.1,Uma2 family endonuclease
WP_010998811.1,16S rRNA (cytidine(1402)-2'-O)-methyltransferase
WP_010998812.1,sugar kinase
WP_010998813.1,"3'(2'),5'-bisphosphate nucleotidase CysQ family protein"
WP_010998814.1,RNA recognition motif domain-containing protein
WP_010998815.1,hypothetical protein
WP_010998816.1,terpene synthase family protein
WP_010998817.1,cytochrome P450
WP_010998818.1,trifunctional serine/threonine-protein kinase/ATP-binding protein/sensor histidine kinase
WP_010998819.1,hypothetical protein
WP_010998820.1,hypothetical protein
WP_010998821.1,class I SAM-dependent methyltransferase
WP_010998822.1,ArnT family glycosyltransferase
WP_010998823.1,MarR family winged helix-turn-helix transcriptional regulator
WP_010998824.1,sterol desaturase family protein
WP_010998825.1,CYTH domain-containing protein
WP_010998826.1,hypothetical protein
WP_010998827.1,alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB
WP_010998829.1,precorrin-4 C(11)-methyltransferase
WP_010998830.1,prolipoprotein diacylglyceryl transferase
WP_010998831.1,pantetheine-phosphate adenylyltransferase
WP_010998834.1,DNA repair helicase XPB
WP_010998835.1,pyridoxamine 5'-phosphate oxidase family protein
WP_010998836.1,DNA polymerase III subunit delta'
WP_010998838.1,hypothetical protein
WP_010998839.1,dTMP kinase
WP_010998840.1,hypothetical protein
WP_010998842.1,sulfite exporter TauE/SafE family protein
WP_010998843.1,hypothetical protein
WP_010998844.1,UDP-glucose 4-epimerase GalE
WP_010998845.1,hypothetical protein
WP_010998846.1,ABC transporter ATP-binding protein
WP_010998847.1,sensor histidine kinase
WP_010998848.1,HupE/UreJ family protein
WP_010998849.1,DEAD/DEAH box helicase
WP_010998851.1,hypothetical protein
WP_010998852.1,GTP cyclohydrolase I FolE
WP_010998853.1,CobW family GTP-binding protein
WP_010998854.1,threonine--tRNA ligase
WP_010998855.1,FAD/NAD(P)-binding protein
WP_010998856.1,porphobilinogen synthase
WP_010998857.1,sensor histidine kinase
WP_010998858.1,response regulator transcription factor
WP_010998860.1,NYN domain-containing protein
WP_010998863.1,ABC transporter ATP-binding protein
WP_010998864.1,magnesium chelatase subunit H
WP_010998865.1,REP-associated tyrosine transposase
WP_010998867.1,pyridoxamine 5'-phosphate oxidase family protein
WP_010998868.1,pyridoxamine 5'-phosphate oxidase family protein
WP_010998869.1,PLP-dependent aminotransferase family protein
WP_010998873.1,hypothetical protein
WP_010998874.1,hypothetical protein
WP_010998875.1,SWIM zinc finger family protein
WP_010998876.1,dihydrolipoyl dehydrogenase
WP_010998877.1,indole-3-glycerol phosphate synthase TrpC
WP_010998878.1,DUF5340 domain-containing protein
WP_010998879.1,DUF2949 domain-containing protein
WP_010998881.1,response regulator transcription factor NblR
WP_010998882.1,NAD(+) kinase
WP_010998883.1,SDR family oxidoreductase
WP_010998885.1,cytochrome b6-f complex subunit PetM
WP_010998886.1,4-hydroxythreonine-4-phosphate dehydrogenase PdxA
WP_010998887.1,hypothetical protein
WP_010998889.1,WD40 repeat domain-containing protein
WP_010998891.1,protein-tyrosine phosphatase family protein
WP_010998892.1,coiled-coil domain-containing protein
WP_010998893.1,hypothetical protein
WP_010998896.1,cytochrome P450
WP_010998897.1,hypothetical protein
WP_010998898.1,"L,D-transpeptidase"
WP_010998899.1,PEP-CTERM sorting domain-containing protein
WP_010998900.1,"L,D-transpeptidase"
WP_010998901.1,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
WP_010998902.1,HdeD family acid-resistance protein
WP_010998903.1,glycoside hydrolase family 31 protein
WP_010998904.1,glutaminase
WP_010998905.1,photosystem I reaction center subunit PsaK
WP_010998907.1,NADPH-dependent FMN reductase
WP_010998908.1,ABC transporter ATP-binding protein
WP_010998909.1,single-stranded DNA-binding protein
WP_010998911.1,ABC transporter ATP-binding protein
WP_010998912.1,hypothetical protein
