locus_tag,organism,gene_symbol,source_annotation,source_category,in_current_refseq,protein_id,refseq_product,refseq_still_hypothetical,best_hit_method,best_hit_database,best_hit_id,best_hit_description,best_hit_evalue,best_hit_query_coverage,best_hit_query_range,n_evidence_rows,confidence_call,evidence_level,reannotated_category
alr2324,anabaena,-,unknown protein,Hypothetical,True,WP_010996480.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF00437.27,Type II/IV secretion system protein,0.00086,0.3048,219-339,5,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2326,anabaena,-,hypothetical protein,Hypothetical,True,WP_044521326.1,M61 family metallopeptidase,False,HMMER hmmscan,Pfam-A,PF17899.7,Peptidase M61 N-terminal domain,5.7e-53,0.2795,22-187,7,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2331,anabaena,-,hypothetical protein,Hypothetical,False,,,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2338,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996494.1,septal junction formation protein SepJ,False,HMMER hmmscan,Pfam-A,PF00892.27,EamA-like transporter family,4.2e-12,0.1824,597-733,38,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2345,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996501.1,DUF721 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF30548.1,"Cyanobacterial DciA, C-terminal zinc-binding domain",5e-21,0.227,138-179,6,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2346,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996502.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2359,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996515.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF13886.13,TM7S3/TM198-like domain,0.14,0.7333,29-127,3,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2363,anabaena,-,unknown protein,Hypothetical,True,WP_010996519.1,MFS transporter,False,HMMER hmmscan,Pfam-A,PF07690.22,Major Facilitator Superfamily,5.6e-21,0.6894,58-381,2,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2366,anabaena,-,unknown protein,Hypothetical,True,WP_044522982.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF00236.24,Glycoprotein hormone,0.057,0.75,21-92,1,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2373,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996529.1,ABC transporter permease,False,HMMER hmmscan,Pfam-A,PF01061.30,ABC-2 type transporter,3.1e-32,0.722,34-246,7,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2374,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996530.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2376,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996532.1,Npun_F0494 family protein,False,HMMER hmmscan,Pfam-A,PF28240.1,Npun_F0494-like,1.3e-50,0.8657,13-128,2,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2385,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996541.1,iron-sulfur cluster assembly accessory protein,False,HMMER hmmscan,Pfam-A,PF01521.27,Iron-sulphur cluster biosynthesis,8.7e-20,0.8729,12-114,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2386,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996542.1,tetratricopeptide repeat protein,False,HMMER hmmscan,Pfam-A,PF23914.2,Cytochrome c-type biogenesis protein H TPR domain,5.5e-06,0.4286,36-95,27,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2393,anabaena,-,unknown protein,Hypothetical,True,WP_010996549.1,filament integrity protein FraD,False,HMMER hmmscan,Pfam-A,PF17310.8,Family of unknown function (DUF5357),7e-171,0.9417,9-331,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2394,anabaena,-,hypothetical protein,Hypothetical,True,WP_044521348.1,ABC transporter permease,False,HMMER hmmscan,Pfam-A,PF12679.14,ABC-2 family transporter protein,1.5e-16,0.9653,9-258,13,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2404,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996560.1,DUF1338 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF07063.20,2-oxoadipate dioxygenase/decarboxylase,8.3e-27,0.8626,28-297,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2406,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996562.1,thioesterase domain-containing protein,False,HMMER hmmscan,Pfam-A,PF00975.27,Thioesterase domain,9e-06,0.332,22-104,11,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2407,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996563.1,rhodanese-like domain-containing protein,False,HMMER hmmscan,Pfam-A,PF00581.26,Rhodanese-like domain,1e-19,0.596,29-118,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2408,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996564.1,TIGR04283 family arsenosugar biosynthesis glycosyltransferase,False,HMMER hmmscan,Pfam-A,PF00535.33,Glycosyl transferase family 2,2.7e-24,0.5498,5-142,4,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2414,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996570.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF02163.29,Peptidase family M50,0.046,0.0965,74-95,7,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2426,anabaena,-,unknown protein,Hypothetical,True,WP_044521360.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF10814.15,Cell wall synthesis protein CwsA,0.091,0.4568,22-95,3,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2431,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996587.1,DUF3110 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF11360.14,Domain of unknown function (DUF3110),2.6e-38,0.5903,7-91,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2432,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996588.1,N-acetylmuramic acid 6-phosphate etherase,False,HMMER hmmscan,Pfam-A,PF22645.2,Glucokinase regulatory protein N-terminal SIS domain,4.4e-18,0.3485,51-157,14,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2434,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996590.1,MFS transporter,False,HMMER hmmscan,Pfam-A,PF07690.22,Major Facilitator Superfamily,6.7e-21,0.7481,16-312,4,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2440,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996596.1,(S)-8-amino-7-oxononanoate synthase BioU,False,HMMER hmmscan,Pfam-A,PF00208.28,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase,4.9e-05,0.1826,11-71,10,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2449,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996605.1,small ribosomal subunit biogenesis GTPase RsgA,False,HMMER hmmscan,Pfam-A,PF03193.23,RsgA GTPase,4.9e-58,0.4459,93-257,39,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2450,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996606.1,glycoside hydrolase family 57 protein,False,HMMER hmmscan,Pfam-A,PF09210.17,"1,4-alpha-glucan branching enzyme, C-terminal",2.8e-39,0.189,427-526,5,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2454,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996610.1,DUF3067 family protein,False,HMMER hmmscan,Pfam-A,PF11267.14,Domain of unknown function (DUF3067),8.7e-46,0.9608,4-101,2,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2462,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996618.1,TMEM14 family protein,False,HMMER hmmscan,Pfam-A,PF03647.19,Transmembrane proteins 14C,4.5e-25,0.8491,8-97,11,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2463,anabaena,-,unknown protein,Hypothetical,True,WP_010996619.1,phosphotransferase family protein,False,HMMER hmmscan,Pfam-A,PF01636.30,Phosphotransferase enzyme family,1.2e-13,0.4428,91-272,8,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2464,anabaena,-,unknown protein,Hypothetical,True,WP_010996620.1,T3SS effector HopA1 family protein,False,HMMER hmmscan,Pfam-A,PF17914.7,HopA1 effector protein family,4.4e-60,0.5028,168-349,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2465,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996621.1,acyl-CoA thioesterase,False,HMMER hmmscan,Pfam-A,PF13279.13,Thioesterase-like superfamily,2.4e-16,0.8108,10-129,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2467,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996623.1,YdcF family protein,False,HMMER hmmscan,Pfam-A,PF02698.24,DUF218 domain,5.8e-37,0.6692,78-253,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2471,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996627.1,NfeD family protein,False,HMMER hmmscan,Pfam-A,PF01957.26,"NfeD-like C-terminal, partner-binding domain",1.7e-12,0.3241,91-137,6,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2472,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996628.1,SPFH domain-containing protein,False,HMMER hmmscan,Pfam-A,PF01145.32,SPFH domain / Band 7 family,4.8e-36,0.5342,22-193,4,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2476,anabaena,-,unknown protein,Hypothetical,True,WP_010996632.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF13588.13,Type I restriction enzyme R protein N terminus (HSDR_N),0.0027,0.1238,49-127,2,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2478,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996634.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF09685.16,Magnetosome magnetite crystal formation protein family,0.01,0.7405,25-121,5,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2482,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996638.1,nicotinate phosphoribosyltransferase,False,HMMER hmmscan,Pfam-A,PF17767.8,Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain,3.2e-32,0.2789,24-151,9,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2484,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996640.1,NUDIX hydrolase,False,HMMER hmmscan,Pfam-A,PF19368.6,AraR C-terminal winged HTH domain,4e-49,0.3306,167-248,3,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2488,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996644.1,YbjQ family protein,False,HMMER hmmscan,Pfam-A,PF01906.25,Putative heavy-metal-binding,1.1e-33,0.9907,1-107,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2489,anabaena,-,unknown protein,Hypothetical,True,WP_010996645.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2494,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996650.1,Fe-S cluster assembly protein SufD,False,HMMER hmmscan,Pfam-A,PF01458.24,"SUF system FeS cluster assembly, SufBD core domain",2.3e-84,0.5099,193-423,4,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2496,anabaena,-,unknown protein,Hypothetical,True,WP_044521398.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2510,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996666.1,SGNH/GDSL hydrolase family protein,False,HMMER hmmscan,Pfam-A,PF13472.13,GDSL-like Lipase/Acylhydrolase family,8.5e-10,0.693,82-300,7,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2517,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996673.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF21413.4,"SHQ1-like, CS domain",0.13,0.2484,47-86,7,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2518,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996674.1,cupin domain-containing protein,False,HMMER hmmscan,Pfam-A,PF00190.29,Cupin,1.7e-05,0.4926,97-196,8,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2520,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996676.1,ArsC/Spx/MgsR family protein,False,HMMER hmmscan,Pfam-A,PF03960.22,ArsC family,5.3e-08,0.3509,52-111,1,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2522,anabaena,-,unknown protein,Hypothetical,True,WP_010996678.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2524,anabaena,-,unknown protein,Hypothetical,True,WP_010996680.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF15911.13,WDR19 second beta-propeller,0.2,0.2621,2-28,1,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2525,anabaena,-,unknown protein,Hypothetical,True,WP_010996681.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF24931.2,"ACR9-like, ACT-like domain",0.19,0.2523,72-99,1,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2527,anabaena,-,unknown protein,Hypothetical,True,WP_011317341.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2537,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996693.1,Uma2 family endonuclease,False,HMMER hmmscan,Pfam-A,PF05685.19,Putative restriction endonuclease,1.3e-33,0.92,11-194,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2543,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996699.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF30501.1,Family of unknown function (DUF8619),1e-95,0.9207,3-211,2,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2554,anabaena,-,unknown protein,Hypothetical,True,WP_010996710.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF24496.2,Domain of unknown function (DUF7588),0.15,0.0751,219-249,8,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2558,anabaena,-,unknown protein,Hypothetical,True,WP_010996714.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF13256.12,Domain of unknown function (DUF4047),0.079,0.2092,116-147,8,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2559,anabaena,-,unknown protein,Hypothetical,True,WP_049942433.1,hypothetical protein,True,HMMER hmmscan,Pfam-A,PF29725.1,Family of unknown function (DUF8581),1.3e-110,0.8152,44-290,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2560,anabaena,-,unknown protein,Hypothetical,True,WP_010996716.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2562,anabaena,-,unknown protein,Hypothetical,True,WP_126987023.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2569,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996725.1,BlaI/MecI/CopY family transcriptional regulator,False,HMMER hmmscan,Pfam-A,PF03965.23,Penicillinase repressor,1.5e-30,0.8345,15-130,9,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2570,anabaena,-,hypothetical protein,Hypothetical,True,WP_044521418.1,M56 family metallopeptidase,False,HMMER hmmscan,Pfam-A,PF01435.25,Peptidase family M48,6.7e-05,0.1352,126-163,3,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2574,anabaena,-,unknown protein,Hypothetical,True,WP_010996730.1,DUF4231 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF14015.12,Protein of unknown function (DUF4231),1.7e-11,0.3151,138-229,9,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2576,anabaena,-,hypothetical protein,Hypothetical,True,WP_231865561.1,DUF4351 domain-containing protein,False,HMMER hmmscan,Pfam-A,PF14261.12,Domain of unknown function (DUF4351),2.2e-22,0.1891,241-299,2,suggestive,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2577,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996733.1,Rpn family recombination-promoting nuclease/putative transposase,False,HMMER hmmscan,Pfam-A,PF11103.15,Protein of unknown function (DUF2887),4e-74,0.7194,3-202,3,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2579,anabaena,-,unknown protein,Hypothetical,False,,,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2582,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996738.1,sucrase ferredoxin,False,HMMER hmmscan,Pfam-A,PF06999.18,Sucrase/ferredoxin-like,1.7e-30,0.6316,18-221,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2589,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996745.1,sucrase ferredoxin,False,HMMER hmmscan,Pfam-A,PF06999.18,Sucrase/ferredoxin-like,4.2e-27,0.6404,19-221,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2594,anabaena,-,hypothetical protein,Hypothetical,True,WP_044523016.1,DUF1636 family protein,False,HMMER hmmscan,Pfam-A,PF07845.17,Protein of unknown function (DUF1636),1.1e-35,0.9077,6-123,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2599,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996755.1,winged helix-turn-helix transcriptional regulator,False,HMMER hmmscan,Pfam-A,PF01638.24,HxlR-like helix-turn-helix,3e-27,0.6641,34-120,6,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2606,anabaena,-,hypothetical protein,Hypothetical,False,,,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2614,anabaena,-,hypothetical protein,Hypothetical,False,,,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2615,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996771.1,CPBP family intramembrane glutamic endopeptidase,False,HMMER hmmscan,Pfam-A,PF02517.22,Type II CAAX prenyl endopeptidase Rce1-like,9.8e-11,0.4259,138-249,2,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2616,anabaena,-,hypothetical protein,Hypothetical,True,WP_010996772.1,EamA family transporter,False,HMMER hmmscan,Pfam-A,PF00892.27,EamA-like transporter family,2.5e-23,0.9441,8-142,8,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2628,anabaena,-,unknown protein,Hypothetical,True,WP_010996784.1,peroxiredoxin-like family protein,False,HMMER hmmscan,Pfam-A,PF13911.13,AhpC/TSA antioxidant enzyme,1.5e-25,0.7045,61-246,1,confident,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
alr2629,anabaena,-,unknown protein,Hypothetical,True,WP_010996785.1,hypothetical protein,True,,,,,,,,0,unknown,domain (Pfam HMM match) -- NOT a whole-protein orthology claim,
