# category is assigned from the Anabaena side only (Kushige's own curated scheme; Ito publishes no equivalent) -- see notebook Sec 2.
locus_tag_7942,locus_tag_anabaena,gene_symbol_7942,gene_symbol_anabaena,annotation_7942,annotation_anabaena,category,amplitude_cv_7942,amplitude_cv_anabaena,amp_pct_7942,amp_pct_anabaena,cycling_7942,cycling_anabaena
Synpcc7942_1941,alr3919,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13086885304977594,2.3701970025299386,0.562624254473161,0.9971889055472264,AR,AR
Synpcc7942_1021,alr0035,menE,menE,O-succinylbenzoic acid-CoA ligase,O-succinylbenzoyl-CoA synthetase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.1435817849939747,0.31585729661705797,0.6461232604373758,0.4207271364317841,AR,AR
Synpcc7942_1532,alr2433,,-,ATP-binding protein of molybdate ABC transporter,ATP-binding protein of ABC transporter,Transport and binding proteins,0.09426488301965252,0.49422875500906255,0.24373757455268388,0.8478260869565217,AR,AR
Synpcc7942_1132,alr5148,,-,hypothetical protein,unknown protein,Hypothetical,0.12678501756549573,0.5705436840654924,0.5284294234592445,0.9147301349325337,AR,AR
Synpcc7942_1763,all4461,,-,inositol monophosphate family protein,inositol monophosphate family protein,"Purines, pyrimidines, nucleosides, and nucleotides",0.11183148110581241,0.18196787963057962,0.3904572564612326,0.023238380809595203,AR,AR
Synpcc7942_0549,all3403,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11330100416304054,0.4221646989952495,0.40556660039761433,0.7205772113943029,AR,AR
Synpcc7942_0809,alr4691,,-,hypothetical protein,unknown protein,Hypothetical,0.14063852654020603,0.332568025415171,0.6274353876739562,0.4737631184407796,AR,AR
Synpcc7942_2216,all4199,rps5,rps5,30S ribosomal protein S5,30S ribosomal protein S5,Translation,0.10799500505832917,0.4685086917968993,0.3614314115308151,0.8135307346326837,AR,c
Synpcc7942_0780,alr3877,,-,serine/threonine kinase,serine/threonine kinase,Regulatory functions,0.19485539220870754,0.3171354083126594,0.841351888667992,0.424287856071964,a,c
Synpcc7942_1730,all0513,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1120643065101821,0.2298332577247236,0.39363817097415504,0.12143928035982009,AR,AR
Synpcc7942_2352,all3184,lrtA,lrtA,light repressed protein A homolog,light-repressed protein,Other categories,0.14866233693498312,0.17862759424436844,0.6775347912524851,0.019490254872563718,AR,AR
Synpcc7942_0066,alr1621,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12909426296611873,0.20111440687476762,0.5499005964214712,0.0537856071964018,AR,AR
Synpcc7942_1170,alr3883,,-,2-C-methyl-D-erythritol 24-cyclodiphosphate synthase,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",Energy metabolism,0.10180282735031662,0.4763424785683657,0.30497017892644135,0.8253373313343328,AR,AR
Synpcc7942_1517,alr2572,,-,two-component sensor histidine kinase  hik34-like,two-component sensor histidine kinase,Regulatory functions,0.10488542081178277,0.3529585024261746,0.331610337972167,0.5374812593703149,AR,AR
Synpcc7942_2218,all4201,rpl6,rpl6,50S ribosomal protein L6,50S ribosomal protein L6,Translation,0.12115200220175935,0.5648183173977772,0.473558648111332,0.9104197901049476,AR,c
Synpcc7942_2096,alr3120,,-,hypothetical protein,two-component hybrid sensor and regulator,Regulatory functions,0.13677270020848098,0.5732887913051439,0.6023856858846919,0.9169790104947526,AR,AR
Synpcc7942_1853,all0455,cobI,-,precorrin-2 C20-methyltransferase,cobalamin biosynthesis precorrin-2 methyltransferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.16649439827465054,0.37152624535296397,0.7610337972166998,0.5897676161919041,AR,AR
Synpcc7942_2183,alr0142,rnhA,-,ribonuclease H,ribonuclease H,Transcription,0.07680914786322916,0.25151102737684394,0.11928429423459244,0.19002998500749624,AR,AR
Synpcc7942_2353,alr3185,lipB,-,lipoate-protein ligase B,lipoate-protein ligase B,"Fatty acid, phospholipid and sterol metabolism",0.12990973391292573,0.4298265109932578,0.5542743538767395,0.7374437781109445,AR,AR
Synpcc7942_1863,alr0115,"hemG, hemK",hemK,putative N(5)-glutamine methyltransferase,N(5)-glutamine methyltransferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.11879857986368163,0.17994480347274208,0.45208747514910536,0.021551724137931036,a,c
Synpcc7942_0844,alr2940,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10124142101618382,0.38711082344958264,0.2990059642147117,0.632496251874063,AR,AR
Synpcc7942_1099,alr5252,"ubiE, menG",-,ubiquinone/menaquinone biosynthesis methyltransferase,probable methyltransferase,Other categories,0.15193197701392813,0.3639809524799207,0.6938369781312127,0.5697151424287856,a,AR
Synpcc7942_0441,alr0989,purE,purK,phosphoribosylaminoimidazole carboxylase,phosphoribosylaminoimidazole carboxylase,"Purines, pyrimidines, nucleosides, and nucleotides",0.12701056530467034,0.22159659513862678,0.5320079522862823,0.09895052473763119,AR,AR
Synpcc7942_0109,all4145,,-,probable DNA-binding stress protein,probable DNA-binding stress protein,Other categories,0.2515655101036657,0.17660679421685183,0.9041749502982107,0.01705397301349325,a,AR
Synpcc7942_0358,alr1845,,-,putative methyltransferase,hypothetical protein,Hypothetical,0.12348705989947477,0.17931986434379144,0.495427435387674,0.020802098950524737,AR,AR
Synpcc7942_0240,all3653,apcD,apcD,allophycocyanin alpha-B subunit,allophycocyanin alpha-B subunit,Photosynthesis and respiration,0.10273579436282465,0.3465268615663579,0.3125248508946322,0.5179910044977512,a,AR
Synpcc7942_0996,alr2873,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08388176767865452,0.3888090799242908,0.1658051689860835,0.637743628185907,AR,AR
Synpcc7942_0025,all0969,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11446089243066951,0.38436651522163484,0.41749502982107356,0.6261244377811095,AR,AR
Synpcc7942_1425,all0863,ccmO,ccmO,carbon dioxide concentrating mechanism protein CcmO,carbon dioxide concentrating mechanism protein CcmO,Photosynthesis and respiration,0.09811664129096177,0.24351375477334353,0.2719681908548708,0.1664167916041979,AR,AR
Synpcc7942_1938,alr1097,,-,multidrug-efflux transporter,multidrug-efflux transporter,Transport and binding proteins,0.1007804384338623,0.2235237095616461,0.29383697813121273,0.10344827586206896,AR,AR
Synpcc7942_2579,alr2991,dnaJ,dnaJ,DnaJ protein,DnaJ protein,Cellular processes,0.07752358514478676,0.24003149837283827,0.12326043737574553,0.15442278860569716,AR,AR
Synpcc7942_0323,alr3122,ccdA,ccdA,putative c-type cytochrome biogenesis protein CcdA,putative c-type cytochrome biogenesis protein CcdA,Regulatory functions,0.07101452290585375,0.17488767392309285,0.08866799204771372,0.01555472263868066,AR,AR
Synpcc7942_0654,all4289,ycf4,-,photosystem I assembly related protein,hypothetical protein,Hypothetical,0.06154236907699731,0.19646176295927856,0.04214711729622266,0.04516491754122939,AR,AR
Synpcc7942_1010,all3873,,-,probable ribosomal large subunit pseudouridine synthase B,hypothetical protein,Hypothetical,0.12585990282548143,0.1593107143707988,0.5208747514910537,0.005247376311844078,AR,AR
Synpcc7942_2601,all0949,,-,hypothetical protein,hypothetical protein,Hypothetical,0.2774146256435181,0.6060621021952098,0.925248508946322,0.9319715142428786,a,c
Synpcc7942_1111,alr4368,,pknD,serine/threonine kinase,serine/threonine kinase,Regulatory functions,0.13202378994141228,0.33153308046967106,0.5681908548707754,0.47057721139430286,AR,AR
Synpcc7942_0702,all1327,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1359657038011605,0.22759073620714218,0.5972166998011929,0.11488005997001499,AR,AR
Synpcc7942_2418,alr4099,lrrA,-,transcriptional regulator  LysR family,transcriptional regulator,Regulatory functions,0.17402293832573842,0.3761721366581832,0.7860834990059642,0.6021364317841079,AR,AR
Synpcc7942_1081,all1800,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13506364707049032,0.3610810317927282,0.5892644135188867,0.5597826086956522,AR,AR
Synpcc7942_0435,alr3362,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12950463673236753,0.2966852256323076,0.5522862823061631,0.34801349325337333,a,AR
Synpcc7942_1054,alr0532,cpcE,cpcE,"phycocyanin alpha subunit phycocyanobilin lyase, CpcE subunit","phycocyanin alpha subunit phycocyanobilin lyase, CpcE subunit",Photosynthesis and respiration,0.08888673080798667,0.41105621026217387,0.2,0.6939655172413793,AR,a
Synpcc7942_0958,all0788,purN,-,phosphoribosylglycinamide formyltransferase,phosphoribosylglycinamide formyltransferase,"Purines, pyrimidines, nucleosides, and nucleotides",0.1417805957232718,0.3973395228305297,0.6337972166998012,0.6591079460269865,AR,AR
Synpcc7942_0227,all0844,pth,-,peptidyl-tRNA hydrolase,peptidyl-tRNA hydrolase,Translation,0.08670302665983487,0.22083829826049708,0.18409542743538768,0.09651424287856072,AR,AR
Synpcc7942_0610,all1413,,-,hypothetical protein,hypothetical protein,Hypothetical,0.21182726622657408,0.45596143663140265,0.8715705765407554,0.7899175412293853,a,AR
Synpcc7942_1266,all5088,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1161311378976196,0.2516806795843686,0.43141153081510936,0.19077961019490255,AR,AR
Synpcc7942_0399,all0268,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1488022802199647,0.175583979113056,0.6783300198807157,0.016304347826086956,a,AR
Synpcc7942_0560,all1547,,-,ATP-binding protein of ABC transporter,ATP-binding protein of ABC transporter,Transport and binding proteins,0.06753408624013303,0.3171272029344726,0.0731610337972167,0.42410044977511246,AR,AR
Synpcc7942_2044,alr1129,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08975527292988604,0.2964774727377298,0.2099403578528827,0.34707646176911544,AR,AR
Synpcc7942_1639,all4546,,-,ABC transporter ATP-binding protein,ABC transporter ATP-binding protein,Transport and binding proteins,0.06538233292994468,0.19970388722586024,0.060437375745526836,0.05172413793103448,AR,AR
Synpcc7942_0267,alr3182,gidB,-,glucose inhibited division protein B,glucose inhibited division protein B,Cellular processes,0.15998601367474652,0.2924111214888454,0.73558648111332,0.33095952023988007,a,AR
Synpcc7942_2271,alr2954,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07592825213489782,0.24373587857128734,0.1121272365805169,0.16679160419790104,AR,AR
Synpcc7942_2583,alr4979,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1189377633163673,0.4279042194772186,0.4552683896620278,0.7331334332833583,AR,c
Synpcc7942_2421,all3939,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09475602763660328,0.18682308982901044,0.24532803180914514,0.03017241379310345,AR,AR
Synpcc7942_1541,alr2405,isiB,"petI, fld, nifF, isiB",flavodoxin,flavodoxin,Photosynthesis and respiration,0.2028325937602484,0.46046806747182273,0.8564612326043738,0.7989130434782609,a,AR
Synpcc7942_2584,all1420,"csgA, spoC, fabG",-,"probable short chain dehydrogenase  cell-cell signaling protein, C-factor",probable short chain dehydrogenase,Other categories,0.12914661899765473,0.3795566120169401,0.5502982107355865,0.6137556221889056,AR,AR
Synpcc7942_1514,alr0545,,-,probable pseudouridine synthase,probable pseudouridine synthase,Translation,0.12344409051409297,0.41457879795652713,0.49463220675944336,0.7025862068965517,a,b
Synpcc7942_2604,alr0952,ctaE,coxC1,cytochrome c oxidase subunit III,cytochrome c oxidase subunit III,Photosynthesis and respiration,0.20323276800988357,0.37016233545313465,0.8572564612326043,0.5850824587706147,a,AR
Synpcc7942_1119,alr2207,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12564670315844306,0.38376440740132034,0.5184890656063619,0.6246251874062968,AR,AR
Synpcc7942_2184,all0327,,-,hypothetical protein,hypothetical protein,Hypothetical,0.05027597985314958,0.5353021391879987,0.014711729622266401,0.8933658170914542,AR,AR
Synpcc7942_1752,alr4537,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08939370456296976,0.3789328680305512,0.20357852882703778,0.6120689655172413,AR,AR
Synpcc7942_1329,alr4100,,-,hypothetical protein,hypothetical protein,Hypothetical,0.061830141500200005,0.1874264057670357,0.04294234592445328,0.030547226386806597,AR,AR
Synpcc7942_0914,alr2921,,-,similar to tRNA-(MS[2]IO[6]A)-hydroxylase,similar to tRNA-(MS[2]IO[6]A)-hydroxylase,Translation,0.08409111499072908,0.34601397656523347,0.1666003976143141,0.5157421289355323,AR,AR
Synpcc7942_0801,alr2938,sodB,sodB,superoxide dismutase,iron superoxide dismutase,Cellular processes,0.15729554599190027,0.36629668437149837,0.7208747514910536,0.5751499250374813,a,AR
Synpcc7942_1879,alr4849,moxR,-,MoxR protein homolog,methanol dehydrogenase regulatory protein,Other categories,0.08833693684493711,0.2542084958537211,0.19642147117296221,0.19958770614692653,AR,AR
Synpcc7942_1934,alr1666,"dacB, pbp",-,probable D-alanyl-D-alanine carboxypeptidase,probable D-alanyl-D-alanine carboxypeptidase,Cell envelope,0.07846453218052438,0.39857159104297035,0.12922465208747516,0.6621064467766117,AR,AR
Synpcc7942_2060,alr0486,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12211502116873339,0.24907353818622302,0.48071570576540756,0.18178410794602698,a,AR
Synpcc7942_0983,alr4174,deoC,-,deoxyribose-phosphate aldolase,deoxyribose-phosphate aldolase,"Purines, pyrimidines, nucleosides, and nucleotides",0.08591648299405165,0.1839577341909383,0.17852882703777337,0.026049475262368817,AR,AR
Synpcc7942_1048,alr0529,cpcA1,cpcA,C-phycocyanin alpha subunit,C-phycocyanin alpha subunit,Photosynthesis and respiration,0.0622941167284339,0.38615517587899517,0.04493041749502982,0.6293103448275862,AR,AR
Synpcc7942_1931,alr4370,,-,probable serine/threonine protein phosphatase,serine/threonine protein phosphatase,Regulatory functions,0.0741472565326162,0.24089748735390604,0.10298210735586481,0.15742128935532235,AR,AR
Synpcc7942_1802,alr0960,,ycf55,hypothetical protein,two-component response regulator,Regulatory functions,0.10456200665502674,0.3240931065864056,0.3296222664015905,0.4479010494752624,AR,AR
Synpcc7942_0408,all5288,trpF,-,N-(5'-phosphoribosyl) anthranilate isomerase,N-(5'-phosphoribosyl)anthranilate isomerase,"Purines, pyrimidines, nucleosides, and nucleotides",0.11029915429616644,0.3616226196567897,0.37932405566600397,0.5616566716641679,AR,AR
Synpcc7942_2350,alr0201,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08559336055753561,0.7085189288213747,0.17733598409542745,0.9628935532233883,AR,AR
Synpcc7942_2546,alr1792,,-,hypothetical protein,hypothetical protein,Hypothetical,0.16421974108101844,0.2974687852470712,0.7526838966202783,0.3519490254872564,a,AR
Synpcc7942_1173,all5102,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12008169795065654,0.36466962829615546,0.46322067594433397,0.5715892053973014,AR,AR
Synpcc7942_2171,alr3808,dpsA,-,nutrient-stress induced protein  starvation induced DNA binding protein,nutrient-stress induced DNA binding protein,Other categories,0.08427278972919003,0.5679581686275961,0.16819085487077534,0.912856071964018,AR,c
Synpcc7942_1700,all4826,wcaG,-,GDP-fucose synthetase  NAD dependent epimerase/dehydratase,dTDP-glucose dehydratase,Cell envelope,0.1700389488120666,0.3728316348548894,0.7725646123260438,0.5937031484257871,a,AR
Synpcc7942_2098,alr4489,rfbC,rfbC,dTDP-4-dehydrorhamnose 3-epimerase,"dTDP-4-dehydrorhamnose 3,5-epimerase",Cell envelope,0.1313793923177856,0.3484268629537171,0.5646123260437376,0.5232383808095952,AR,AR
Synpcc7942_1345,alr0225,ndhG,ndhG,NADH dehydrogenase subunit 6,NADH dehydrogenase subunit 6,Photosynthesis and respiration,0.07892730692499467,0.27102538306286716,0.13240556660039762,0.25768365817091454,AR,AR
Synpcc7942_0531,all0443,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14816763661165774,0.13440690827526025,0.6751491053677933,0.001686656671664168,a,AR
Synpcc7942_1598,all1944,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12880239295489174,0.26833368671071883,0.5459244532803181,0.2485007496251874,AR,AR
Synpcc7942_0886,all4339,rps7,rps7,30S ribosomal protein S7,30S ribosomal protein S7,Translation,0.07987289631867935,0.4905643555206277,0.1411530815109344,0.8442653673163418,AR,c
Synpcc7942_2099,alr4490,rfbD,rfbD,dTDP-6-deoxy-L-mannose-dehydrogenase,dTDP-6-deoxy-L-mannose-dehydrogenase,Cell envelope,0.12674500624897053,0.25034232953531954,0.5272365805168986,0.1860944527736132,AR,AR
Synpcc7942_2078,all4906,,-,phosphoglycerate mutase,phosphoglycerate mutase,Energy metabolism,0.45943110515473673,0.3390195989391685,0.968986083499006,0.4928785607196402,a,AR
Synpcc7942_0825,alr3379,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10505397871760422,0.3316360590975996,0.33399602385685884,0.470952023988006,a,AR
Synpcc7942_0367,alr5254,,-,"bile acid:Na+ symporter, BASS family",probable sodium-dependent transporter,Transport and binding proteins,0.19247141768117684,0.37670827601128265,0.8365805168986084,0.6032608695652174,a,AR
Synpcc7942_2176,all2776,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14992620934028064,1.3444231469676196,0.6831013916500994,0.9913793103448276,AR,AR
Synpcc7942_2509,alr4095,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07408828926960102,0.22456815819619236,0.10178926441351889,0.1068215892053973,AR,AR
Synpcc7942_1960,all1023,,-,hypothetical protein,hypothetical protein,Hypothetical,0.5742656970917561,0.2492391827820975,0.9801192842942346,0.1825337331334333,b,AR
Synpcc7942_2158,all2327,apcF,apcF,allophycocyanin beta-18 subunit,allophycocyanin beta-18 subunit,Photosynthesis and respiration,0.08008687430679258,0.45252317932711056,0.14353876739562624,0.781671664167916,AR,a
